Date,Text,sentences,Country
1940,"Following the disastrous Norwegian campaign, Prime Minister Neville Chamberlain faced heavy criticism at home. By early May, Chamberlain had lost the confidence of the House of Commons. Labour ministers refused to serve in a national coalition with Chamberlain as leader, so he resigned. Churchill became prime minister on 10 May, the same day Germany invaded Holland and Belgium.",4,UK
1940,"In July 1940, German leader Adolf Hitler ordered preparations for Operation Sealion - the invasion of Britain. The Luftwaffe (German air force) first had to destroy the Royal Air Force. Vastly outnumbered, the RAF nonetheless consistently inflicted heavy losses on the German squadrons, thanks to excellent aircraft, determined pilots and radar technology. On 17 September, two days after the Luftwaffe sustained its heaviest single day of losses, Hitler postponed the invasion.",4,UK
1940,"German bombing raids had already targeted Liverpool and Birmingham during August, but on 7 September the 'Blitz' intensified as 950 aircraft attacked London. It was the start of 57 consecutive nights of heavy bombing. The raid caused some 300 civilian deaths and a further 1,300 serious injuries. By the end of the Blitz, around 30,000 Londoners had been killed with another 50,000 injured.",4,UK
1941,"German and Italian troops had overrun Greece in three weeks, starting on 6 April. Commonwealth troops were rushed there from Egypt to help the Greek resistance, but had to be evacuated. Many were sent to Crete in an effort to prevent the Axis powers dominating the eastern Mediterranean. Crete was attacked by the Germans on 20 May, and the Allied forces there were defeated and evacuated by the end of the month.",4,UK
1941,"The British battlecruiser 'Hood' was sunk during the Battle of Denmark Strait, probably by a single shell from the German battleship 'Bismarck'. The ship sank so quickly that only three of the 1,418 man crew survived. 'Hood' was a well-known symbol of British imperial power and its loss was a significant psychological blow to Britain. The 'Bismarck' was itself sunk by the Royal Navy on 27 May 1941.",4,UK
1941,"The Atlantic Charter, agreed by British Prime Minister Winston Churchill and US President Franklin Roosevelt, set out the principles that would shape the struggle against German aggression. It was drawn up during a secret meeting aboard the USS 'Augusta', off the coast of Newfoundland, Canada. The charter was supported by 26 countries, including the Soviet Union, and after the war formed the basis of the United Nations Declaration. America entered the war four months later.",4,UK
1942,"The Allied attack on the German-occupied port of Dieppe, on the northern French coast, had a variety of purposes. It would raise morale at a time when the war was going badly, it would show the Soviets that the western Allies could open a second front, and it would teach valuable lessons for the eventual full-scale invasion of Europe. It was a disaster. Of the 6,000 mainly Canadian troops who made it ashore, more than 4,000 were killed, wounded or taken prisoner.",4,UK
1943,"This Royal Air Force raid by 19 Lancasters utilised a 'bouncing bomb', developed by British scientist Barnes Wallis, in an attempt to destroy three major dams supplying water and power to the important German industrial region of the Ruhr. Two of the dams were breached, but 53 of the 133 aircrew were killed. Severe flooding killed over 1,000 people, but the damage to the Ruhr's industrial capability was relatively minor. Nonetheless, the raids were a major propaganda victory.",4,UK
1943,"Allied merchant shipping losses to German 'U-boats' in the Atlantic had reached crisis levels in late 1942 to early 1943. At the Casablanca Conference in January 1943, Allied leaders allocated more resources to the battle. In March 1943, after a 'blackout' of several months, German U-boat ciphers were once again broken, allowing the new resources to be deployed to devastating effect. By May 1943, U-boat losses were so heavy that Kriegsmarine commander Admiral Karl Dönitz called off the battle.",4,UK
1944,"Operation Market Garden was a bold plan to land 30,000 Allied troops behind enemy lines and capture eight bridges spanning a network of waterways on the Dutch-German border near Arnhem. It would allow the Allies to outflank German border defences, opening the way for an advance into Germany and an early end to the war. A combination of factors, including faulty intelligence about German strength and bad weather, resulted in failure. More than 1,130 Allied troops were killed and 6,000 captured.",4,UK
1945,"On 23 May the wartime coalition government ended. Winston Churchill headed a temporary Conservative government until the July general elections, which Labour won with a majority of 146. Returning soldiers wanted social reforms and had rejected the 'war leader' Churchill in favour of Labour's Clement Attlee. The post-war years saw the implementation of many of the reforms recommended by Sir William Beveridge in 1942, and the creation of the Welfare State.",4,UK
1945,"At the Yalta Conference in early 1945, the 'Big Three' of Britain's Winston Churchill, US President Franklin D Roosevelt and Soviet leader Joseph Stalin agreed to establish a new global organisation - the United Nations. The structure and charter of the organisation were established at another conference in San Francisco. Britain became one of the five 'security council' members, with a power of veto. On 24 October, the UN officially came into existence when its members ratified its charter.",4,UK
1947,"India was regarded as the most valuable British imperial possession. World War Two forced Britain to realise that it could not maintain a global empire and the British agreed to Indian self-government. However, they could not find a political solution that was acceptable to both Hindus and Muslims, and the country was partitioned into India and Pakistan. The British were unable to prevent the resulting inter-communal violence which resulted in hundreds of thousands of deaths.",4,UK
1951,"The Labour government fell as the Conservatives won a clear majority. Remarkably, Winston Churchill became prime minister again at the age of 76. He focused on foreign affairs, including reducing escalating Cold War tensions and maintaining the 'special relationship' with America, which he had done so much to develop during World War Two. Other foreign concerns included the Malayan emergency and the Mau Mau rebellion in Kenya.",4,UK
1956,"Two British diplomats, Guy Burgess and Donald Maclean, were among five men recruited by the Soviet secret service, the KGB, at Cambridge University in the 1930s. The others were Harold (Kim) Philby, Anthony Blunt and John Cairncross. All had been involved in passing to the Soviets highly damaging military information, and the identities of British agents. Burgess and Maclean, who had fled Britain five years before, suddenly reappeared in the Soviet Union where they denied being spies.",4,UK
1957,"The Suez Crisis of 1956 ruined Anthony Eden's reputation and fatally compromised his political career. His health seriously diminished as a result. His successor, Harold Macmillan, had been chancellor of the exchequer under Eden. Macmillan was the third Conservative prime minister in as many years.",4,UK
1963,"The Robbins Report on Higher Education (1963) was followed by the state-funded growth of universities. Government support was seen as necessary, not least in order to change the social composition of the student body. State-paid fees and maintenance were designed to help increase the percentage of working-class students. New universities were established, including Essex, Lancaster, Kent and Sussex.",4,UK
1969,The first supersonic (above the speed of sound) airliner was developed jointly by Britain and France. It did not begin commercial flights until 1976. The fleet was grounded in 2000 after Concorde's first and only major fatal accident in July of that year. Concorde was finally retired in 2003.,4,UK
1970,"The Conservatives won the general election by 330 seats to 287 for Labour. This unexpected result appears to have reflected doubts about Labour's economic management, a view focused by a poor set of trade figures. The failure of Labour to motivate its own supporters was also important. Evidence suggested that voters had turned against Harold Wilson, rather than towards the uncharismatic Edward Heath.",4,UK
1972,"On 4 August, Ugandan President Idi Amin gave his country's Asian population just 90 days to leave, claiming god had told him to do it in a dream. Over half of the 55,000 Asians expelled from Uganda came to Britain and many settled permanently. Their resettlement came to be viewed as a success story. In 1991, President of Uganda Yoweri Museveni invited them to 'return home' to help the Ugandan economy.",4,UK
1974,"The Conservatives won more votes than Labour (37.9% of the popular vote to 37.1%), but Labour won more seats (301 to 297). Neither party had achieved an outright majority, resulting in a 'hung parliament'. The Liberals, with 19.3% and 14 seats, held the balance of power. Edward Heath initially held on to office in the hope of persuading the Liberals to enter into a coalition, but the Liberals rejected this idea and Harold Wilson returned to head a minority administration.",4,UK
1979,"The referenda required the support of 40% of the electorate, not simply the majority of votes. This was not obtained in Scotland, although the majority of votes were in favour of devolution. Devolution was heavily defeated in Wales. As a result of the referenda, the Scottish Nationalists joined the Conservatives and Liberals in passing a vote of no confidence in the government, and Labour lost control of the House of Commons - a bad prelude to the general election.",4,UK
1987,"Margaret Thatcher was re-elected for an historic third term, with an overall majority of 101 - less than in 1983, but still significant. The Conservatives had 376 seats (42.3 % of the vote), Labour 229 (30.8%) and Alliance 22 (22.5%). It paved the way for Thatcher to become the longest serving prime minister for more than 150 years. Signs of a Labour recovery appeared in Scotland, where they won 50 of the 72 seats.",4,UK
1990,"The Conservative plans for a 'poll tax', introduced in England and Wales on 1 April 1990, provoked vocal opposition across Britain in the form of anti-poll tax rallies and acts of civil disobedience. A largely peaceful march in London, attended by 70,000 people, degenerated into serious rioting centred on Trafalgar Square. The unpopularity of the tax contributed to the downfall of Margaret Thatcher. Her successor John Major replaced the poll tax with the council tax.",4,UK
1997,"Diana was the ex-wife of the heir to the British throne, Charles, Prince of Wales. A controversial figure in life, Diana's death in a car crash in Paris provoked widespread public mourning. On 6 September, one million people lined the streets of London for her funeral. It was later discovered that the driver of the car in which he, Diana and her friend Dodi Al Fayed were killed had more than the legal limit of alcohol in his blood and was travelling at over 100mph.",4,UK
1998,"An agreement between Northern Ireland's nationalists and unionists was reached after 30 years of conflict, as a result British government negotiations and US pressure on Sinn Féin, the political wing of the Irish Republican Army. It set out plans for devolved government and provided for the early release of terrorist prisoners and the decommissioning of paramilitary weapons. Referenda in Northern Ireland and the Republic of Ireland endorsed the agreement on 22 May. The assembly met on 1 July.",4,UK
2001,"Nineteen mainly Saudi Arabian terrorists used hijacked planes to destroy the twin towers of the World Trade Centre in New York and part of the Pentagon building in Washington. A fourth plane crashed in Pennsylvania, killing all on board. Among the approximately 3,000 people killed in the attacks were 67 Britons. In response, US President George W Bush declared a worldwide 'war on terror'.",4,UK
2001,"British forces contributed to the initial US military strikes against the Islamic fundamentalist Taleban regime in Afghanistan - the first retaliation to the terrorist attacks of '9/11'. The Taleban, who had allowed the terrorist organisation al-Qaeda to use Afghanistan as a base, was overthrown and replaced with a US-backed administration. Coalition forces, including British troops, remain in Afghanistan. Osama Bin Laden, the al-Qaeda leader responsible for the '9/11' attacks, was not found.",4,UK
2003,"Despite significant opposition at home, the British government gave military support to the controversial United States-led invasion of Iraq. Crucially, the action was not backed by a United Nations mandate, sparking debate over the legality of the invasion. Iraqi President Saddam Hussein was overthrown and captured. Iraq now has a democratically elected government, but the country remains deeply unstable as a result of the deliberate stoking of sectarian tensions by terrorist groups.",4,UK
2005,"Labour won, but with a substantially reduced majority. Tony Blair joined Margaret Thatcher as the only post-war prime ministers to have won three successive general elections. Nonetheless, he quickly announced his intention not to stand for a fourth term, sparking ongoing speculation about when he would hand over to his annointed successor, Chancellor of the Exchequer Gordon Brown. Conservative leader Michael Howard resigned to make way for a younger leader.",4,UK
2005,"Three men blew themselves up on London Underground trains, while a fourth exploded his bomb on a double-decker bus. Fifty two people were killed and more than 700 injured. On 21 July there were four more attempted suicide bombings in London, but none of the devices exploded. Islamic terrorist organisation Al-Qaeda claimed responsibility, but it is thought that the bombers, all British Muslims, acted alone.",4,UK
1919,"The Government of India Act further angered Indians already disillusioned by the Rowlatt Act and the Amritsar Massacre. The act created a bicameral parliament, with power shared between British and Indian politicians (the so-called 'diarchy'), but the most important ministries were held by Britons. More reforms were to be discussed in ten years. The Congress Party responded with strikes and boycotts of British goods. This was declared illegal and Congress leader Mohandas Gandhi was imprisoned.",5,UK
1922,"Having precipitated the fall of David Lloyd George's Liberal-Conservative coalition government with a brilliant speech to his Conservative colleagues, Andrew Bonar Law was invited by George V to form a government. Law called a general election on 15 November 1922. The Conservatives won 344 seats, Labour 142, National Liberals (Lloyd George's party) approximately 53, Liberals (under Herbert Asquith) approximately 62. Ill health forced Bonar Law to retire in 1923. He died six months later.",5,UK
1924,"In February 1924, the Labour government formally recognised the Soviet Union, despite nervousness about Communist ambitions. In October, MI5 intercepted an apparently seditious letter from a Soviet official to British communists. Prime Minister Ramsay Macdonald agreed to the suppression of the 'Zinoviev letter', but it was leaked just before the election. Stanley Baldwin's Conservatives won by a landslide. Labour's share of the vote actually increased, but the Liberals were totally eclipsed.",5,UK
1928,"Ramsay Macdonald headed the first Labour government with a clear majority. It lasted for two years. Labour won 287 seats, the Conservatives 262 and the Liberals 59. Macdonald's administration coincided with the Great Depression, a global economic slump triggered by the Wall Street Crash. Unemployment jumped by one million in 1930, and in some industrial towns reached 75%.",5,UK
1935,"Publisher Allen Lane felt there was a need for cheap, easily available editions of quality contemporary writing. The first ten Penguins included works by Ernest Hemingway and Agatha Christie. They cost just sixpence, the same price as a packet of cigarettes, and were available in traditional bookshops, but also in railway stations and tobacconists. Three million Penguin paperbacks were sold within a year. It was a revolution in publishing that massively widened public access to literature.",5,UK
1936,"As Prince of Wales, Edward had visited many parts of the country hit by the prolonged economic depression. These visits, his apparently genuine concern for the underprivileged and his official overseas tours on behalf of his father made him popular in Britain and abroad. But his choice of bride would spark a constitutional crisis. He had fallen in love with a married American woman, Wallis Simpson. When she obtained a divorce in October 1936, it opened the way for her to marry Edward.",5,UK
1940,"Germany invaded neighbouring Denmark on 7 April, and the Danes surrendered after two days. Denmark provided a land route to neutral Norway, which was invaded on 9 April. The small Norwegian army mounted fierce resistance, with the help of 12,000 British and French troops. The campaign in Norway ended when the German invasion of France and the Low Countries changed the focus of the war. The Allies were forced to evacuate.",5,UK
1940,"Britain had taken the decision not to defend the Channel Islands in the event of a German invasion. As German forces overran France in June 1940, about 30,000 people were evacuated from the islands, with about twice that number choosing to remain. Jersey and Guernsey were bombed on 28 June with the loss of 44 lives. The German occupation began two days later. The Channel Islands were the only part of the British Isles to be occupied during the war.",5,UK
1942,"Sir Richard Stafford Cripps was sent to India in March 1942 to win the co-operation of Indian political groups. The Japanese had occupied Burma, and were at the border of India. Stafford Cripps effectively offered post-war independence, which Mohandas Gandhi described as a 'post-dated cheque on a crashing bank'. The Indian National Congress insisted on immediate independence, which Stafford Cripps refused. Gandhi launched a last civil disobedience campaign, for which he was imprisoned.",5,UK
1942,"Air Marshall Arthur Harris took command of the Royal Air Force's bomber force in February 1942. He wanted to demonstrate the effectiveness of Bomber Command with massive, concentrated raids ('area bombing') on key German cities. The first 'thousand bomber raid' was on Cologne, with a second, two nights later, on Essen. A third raid, this time on Bremen, took place on 25 June. The raids caused massive destruction, particularly in Cologne.",5,UK
1943,"Malta's position in the Mediterranean made it strategically vital for the Allies. It was effectively under siege from 1940 and suffered devastating Axis (Italian and German) bombing. From January to July 1942 there was only one 24-hour period when no bombs fell on the island. In summer 1942, George VI awarded the island of Malta the George Cross in acknowledgement of the bravery of its inhabitants. The siege was finally lifted when Axis forces capitulated in North Africa on 13 May 1943, .",5,UK
1944,"The battle centred on the ancient Italian monastery of Monte Cassino. The Allies were attempting to break through the German 'Gustav Line', which ran across Italy, south of Rome. The Germans sought to halt the Allied advance north by holding them at Monte Cassino. The bitter fighting lasted over five months, during which the monastery was reduced to rubble. By the time the Allies broke through, casualties numbered more than 54,000 Allied and 20,000 Germans troops.",5,UK
1945,German forces had been utterly defeated by the end of April 1945. Adolf Hitler committed suicide on 30 April as Soviet forces closed in on his Berlin bunker. The German Grand Admiral Karl Dönitz surrendered to Allied General Dwight Eisenhower in France on 7 May. The following day was officially celebrated in Britain as Victory in Europe Day. The entire country came to a standstill as people celebrated the end of war.,5,UK
1945,"On 6 August, an atomic bomb was dropped on the Japanese city of Hiroshima by the American bomber 'Enola Gay'. Three days later, a second bomb was dropped on the port city of Nagasaki. In all, 140,000 people perished. Less than a week later, the Japanese leadership agreed to an unconditional surrender, and the Emperor Hirohito broadcast his nation's the capitulation over the radio. Victory over Japan day also marked the end of World War Two.",5,UK
1948,"In June 1948, the Soviet Union began a blockade of Berlin, which had been divided into occupation zones by the victorious Allies at the end of the war. They hoped to drive the western Allies out of Berlin. The following month, British and American aircraft began to airlift supplies to West Berliners. In total, there were more than 277,000 flights to deliver food, fuel and medicine. In May 1949, the Soviets backed down and lifted their blockade.",5,UK
1948,"The so-called 'Austerity Games' were held in London while rationing was still in force in Britain. Fifty nine nations took part, but the defeated powers of Germany and Japan were excluded. London saw the first Olympic photo finish, in the 100 metres, and the introduction of starting blocks for sprinters. These were the first Games since Berlin in 1936. The 1940 Games went to Tokyo, then Stockholm, but were cancelled - as were the 1944 games - due to World War Two.",5,UK
1950,"British troops were sent to help the US-led United Nations force repel the Communist invasion of South Korea by North Korea. The conflict set the pattern for the Cold War, with South Korea backed by the US and its allies, and North Korea backed by the Soviet Union and China. An armistice was agreed in July 1953 and Korea was partitioned. Approximately two million Korean civilians, 1.5 million Communist troops and 450,000 UN and South Korean troops were killed. No peace treaty was ever agreed.",5,UK
1951,"Princess Elizabeth was in Kenya when news of her father's death reached her. She immediately returned to Britain and was crowned on 2 June 1953. Elizabeth II proved an experienced and skilful adviser of successive prime ministers, but was careful to main constitutional conventions and not take a political stand publicly. Nonetheless, she held strong opinions, not least a belief in the Commonwealth. Under Elizabeth, members of the royal family maintained their important charitable role.",5,UK
1983,"The Conservatives were re-elected with 379 seats and an enormous majority of 144 seats. Labour's share crashed to 209 seats. The Social Democratic-Liberal 'Alliance' won 23 seats. The Conservatives benefited from division among their opponents and doubts about Labour's competence on the economy and defence. Thatcher's government used its majority to embark on a radical programme of privatisation and deregulation, trade union reform and tax cuts.",5,UK
1984,"A local strike on 5 March over a threatened pit closure in Yorkshire had, within a week, broadened into a national miners' strike. Prime Minister Margaret Thatcher pitted her personal authority against that of the militant socialist president of the National Union of Mineworkers, Arthur Scargill. There were violent clashes between striking miners and policemen. The strike failed and was called off after a year, allowing the pit closures to go ahead. The strike left a legacy of deep bitterness.",5,UK
1991,"Iraqi President Saddam Hussein ordered the invasion of Kuwait in August 1990 and refused to withdraw. Following a massive military build up, US-led forces backed by a United Nations mandate launched 'Operation Desert Storm' to liberate Kuwait. A huge aerial bombardment preceded the ground attack on 24 February. The Iraqi army fell into headlong retreat and on 27 February, US President George Bush declared that Kuwait had been liberated. Saddam Hussein remained in power in Iraq.",5,UK
1997,"Tony Blair had become leader of the Labour Party in 1994 after the sudden death of John Smith. Blair continued the modernisation of the party begun by Smith. Voters responded to 'New Labour' in the 1997 election, giving the party a huge majority of 179 seats. One of the new Labour government's first acts was to give the Bank of England control of interest rates. It also embarked on a programme of far-reaching constitutional reform.",5,UK
1949,"Several rounds of talks are held and armistice agreements are reached between Israel and Egypt (February 24), Lebanon (March 23), Jordan (April 3), and Syria (July 20). However, none of the countries sign formal peace treaties with Israel. Israel increases its original territory by 50%, taking western Galilee, a broad corridor through central Palestine to Jerusalem, and part of modern Jerusalem. The new border is called the Green Line. As many as 750,000 Palestinians either flee or are forced from what was previously Palestine. The Palestinian defeat and exodus is known as the Nakba, or disaster.

May 11
Israel's government, with Chaim Weizmann as president and David Ben-Gurion as prime minister, is admitted to the UN.",6,IS
2004,"May 2
Israeli prime minister Sharon's disengagement plan is not approved. Later, he introduces another plan.


May 11
Israel begins Operation Rainbow to stop arms from passing through the Egypt-Gaza border in Rafah.


July 9
The International Court of Justice rules that Israel's security barrier is in violation of international law. Israel is ordered to dismantle the barrier. The UN General Assembly votes and orders Israel to take it down. Israel officially announces that it will ignore the ruling, but does change the route of the barrier.


October 25
Sharon's revised disengagement plan is approved by Israel's Knesset, calling for a complete withdrawal from Gaza


November 11
Yasser Arafat dies. Abbas and Qurei are to share his powers.",6,IS
2006,"January 4
Israel Prime Minister Sharon suffers a stroke, leaving Israel leadership in the hands of Ehud Olmert and the new Kadima party.


January 26
Palestine holds parliamentary elections. In a surprise victory, Hamas ousts the Fatah government, but Abbas remains PNA president.


March 28
Olmert elected prime minister of Israel.


June 25
Hamas and other Palestinian militant groups took Gilad Shalit, an Israeli soldier, from Israeli territory and dragged him into Gaza. Despite prisoner exchange attempts, Shalit has been held hostage ever since.


July 12
Hezbollah militants cross the Lebanon-Israel border and attack an Israeli army patrol, killing three soldiers and kidnapping two others. The incident coincides with a series of mortar and rocket attacks on northern Israel by Hezbollah. Both incidents provoke a month-long war known as the 2006 Lebanon War.


August 14
The 2006 Lebanon War ends. The war causes criticism within Israel and more resentment from the Arab world.


November 26
Israel and Palestinians announce the Gaza strip truce, but rocket fire from Gaza continues.
",6,IS
1914,"When Austria-Hungary declared war on Serbia in July, Serbia's ally Russia mobilised its army. Austria-Hungary's ally, Germany, in turn declared war on Russia. Russia's alliance with France now threatened Germany with war on two fronts. Germany acted to quickly neutralise France by a well-planned surprise invasion through neutral Belgium - the 'Schlieffen Plan'. Britain, as guarantor of Belgian neutrality, told Germany to withdraw. The ultimatum expired on 4 August and Britain duly declared war.",6,UK
1981,"Republican prisoners at the Maze prison near Belfast had begun their hunger strike over the right to be treated as political prisoners rather than criminals. A first strike, begun in late 1980, was called off with no deaths. But failure to secure concessions resulted in a second, led by Bobby Sands. It began in March 1981. The British government refused to concede. Ten men, including Sands, starved themselves to death, while 61 people were killed outside the prison in related violence.",6,UK
"The Thousand-Year Reich: from1934
","Hitler's last step in achieving total control of Germany is eased by his willing accomplices, the senior army commanders. Indifferent to the naked evidence of criminality in the government, they welcome the taming of the SA. And when Hindenburg dies, on August 2, they immediately agree that Hitler will now combine the roles of president, chancellor and supreme commander of the armed forces.

Moreover the allegiance of the army is now to be personal. On the very day of Hindenburg's death, each officer and man in the German army swears by God to 'render unconditional obedience to the Führer of the German Reich and People, Adolf Hitler' and to 'be ready, as a brave soldier, to stake my life at any time for this oath'.

On August 19 a plebiscite is put to the German people, asking whether Hitler shall now become head of state as Führer (leader) and Reich Chancellor. More than 38 million voters say yes (and more than 4 million have the courage to say no). At the party rally in Nuremberg in September Hitler declares that the Nazi revolution is now complete; and 'in the next thousand years there will be no other revolution in Germany'.

Thus begins the heady concept of the Third Reich, the Thousand-Year Reich, completing the trio of the First Reich (the Holy Roman Empire) and the Second Reich (achieved by Bismarck for the Hohenzollern dynasty). In the event it will be the shortest of the three, lasting eleven years rather than a thousand.
",7,Germany
The Blair years: from1997,"Tony Blair enters Downing Street as a new kind of prime minister, acutely aware of the popular mood. Where Mrs Thatcher could be said to shape that mood, Blair has the ability to reflect it - as seen most famously in his response to the death of Diana, Princess of Wales, describing her as 'the people's princess'.

But Blair's apprenticeship in the House of Commons has been during the Thatcher years. Though a political opponent, he has admired the achievement and style of the Iron Lady. He leads his party in power with the same ruthless sense of control, tackling reforms - in areas such as education and welfare - with scant regard for the left-wing sensibilities of old Labour. 
 	









Blair is accused by his critics of sacrificing Labour's traditional commitments on the altar of middle-class demands, thus risking the loss of the party's core supporters in the nation's many deprived areas in the pursuit of more comfortable (and almost certainly more volatile) voters higher up the social scale. Time will tell whether there is validity in this charge.

Meanwhile Blair, like Thatcher, has his war in the early years of his administration (Kosovo to her Falklands) and proves himself equally pugnacious. But the issue on which he shows the greatest tenacity is one which he inherits from previous administrations - the intractable problem of northern Ireland
",7,UK
Fatah and the PLO from 1964,"A growing cause of Israeli unease has been a steady increase in terrorist incidents across the country's borders. These have been the work of two recently founded groups dedicated to the Palestinian cause and eager to harm Israel by any available means.

The first of the two, founded in 1964, is the Movement for the National Liberation of Palestine, soon to be known by an acronym, Fatah, deriving from its name in Arabic. Its constitution states that one of its goals is 'the eradication of Zionist economic, political, military and cultural existence'. .Its leader is Yasser Arafat who becomes – and remains for another forty years – the internationally accepted representative of the Palestinians. His influence is further emphasized when he becomes, in 1969, the leader of another large group dedicated to the cause – the Palestine Liberation Organization, or PLO.

The PLO, proposed at an Arab summit in Cairo in 1965, is designed to combine the diplomatic and financial strength of Israel's Arab neighbours with the shared intention of 'liquidating Israel' (a phrase in the founding manifesto).

Raids by Fatah across Israel's borders are for the most part small-scale and largely ineffective in 1964, but from 1965 onwards – and particularly with PLO involvement in the aftermath of the rapid defeat of Arab armies in the Six-Day War – the frequency and scale of cross-border terrorist incidents increases steadily. Most of these immediately prompt a more destructive reprisal by Israel. A pattern develops that has blighted life in the region ever since.
",7,IS
1948,"The British officially withdraw from Palestine, and the Jewish National Council proclaims the State of Israel. Neighboring Arab nations, which rejected the partition of Palestine, immediately invade, intent on crushing the newly declared State of Israel. The conflict is known as Israel's War of Independence. Fighting continues with sporadic truces into 1949. During the cease-fires, both sides organize their militaries and stock up on weapons. On the Israeli side, several militias join to form the Israel Defense Force (IDF). Arab nations and the Palestinians were not as efficient in reorganizing their militaries as Israel.",7,IS
1936,"Edward VIII wished to marry American Wallis Simpson. Prime Minister Stanley Baldwin advised him that the British people would not accept her because she was a divorcee. Faced with losing the woman he loved, Edward chose instead to abdicate. On 11 December, he broadcast his decision to the nation. He married Wallace Simpson in France in June 1937. They became the Duke and Duchess of Windsor. Baldwin was widely credited with averting a constitutional crisis that could have ended the monarchy.",7,UK
2001,"January 21
Clinton's term ends. George W. Bush becomes President of the United States.


February 6
Ariel Sharon replaces Barak as Prime Minister of Israel.


May 6
The Mitchell Report is published with recommendations for negotiations and peace.


September 11
September 11. Terrorist attacks against the U.S. on the World Trade Center and Pentagon complicates the Israeli-Palestinian conflict. The U.S. begins its war on terror. Hamas and Hezbollah are linked with Osama Bin Laden's Al-Qaeda.
",8,IS
Eden and Suez: 1955-1957,"Labour narrowly wins the general election of 1950, with an overall majority of just six seats. In the following year, after organizing the Festival of Britain (commemorating the centenary of the triumphant Great Exhibition), Labour loses a general election.

So Winston Churchill, still leader of the Conservative party, comes back to Downing Street in 1951 at the age of seventy-six. His return is shortly followed by a change of monarch. George VI, who has been Churchill's partner and steadfast support through the war years, dies in 1952 - to be succeeded by his elder daughter as Elizabeth II. 
 	









Churchill himself finally retires in 1955, yielding the premiership and leadership of the Conservative party to a long-serving lieutenant, Anthony Eden. 

Though Eden is an expert in diplomacy (as foreign secretary 1935-8, 1940-45, 1951-5), his brief spell as prime minister is dramatically ended by Britain's greatest foreign-affairs disaster of recent decades. During a diplomatic conflict with President Nasser of Egypt, Eden sends British paratroops in November 1956 to join the Israelis and the French in seizing the Suez Canal. Within weeks, after international condemnation, the troops are withdrawn. In the aftermath of the crisis, in January 1957, Eden resigns (see Suez Crisis).
",9,UK
2000,"July 11-24
Israeli Prime Minister Ehud Barak and Palestinian National Authority (PNA) Chairman Yasser Arafat meet with U.S. President Bill Clinton at Camp David to negotiate a final settlement based on the 1993 Oslo Peace Accords. Despite progress on other issues, the two sides fail to reach an agreement on Jerusalem.


September 28
Ariel Sharon, Israel's minister of foreign affairs, visits the Temple Mount in Jerusalem, a holy site to both Jews and Muslims. Sharon's visit ignites a violent revolt from the Palestinians, which begins the second intifada, or Al-Aksa intifada.


October 17
At a summit in Sharm El Sheikh, hosted by Egyptian President Hosni Mubarak, both sides agree to a truce. At the urging of the Palestinians, a U.S.-led committee is formed to investigate the violence related to the Al-Aksa intifada and make recommendations to the United Nations. The committee's findings lead to the Mitchell Report.


October 21
At the Extraordinary Arab League Summit, also hosted by Mubarak, Arafat meets with other Arab leaders. Arafat praises the second intifada and calls for an international commission to investigate the violence, rather than accept the findings and recommendations outlined in the Mitchell Report.


December 23
President Clinton presents a two-state solution, urging both sides to endorse it. In Clinton's proposal, the Palestinians get roughly 97% of the West Bank, sovereignty over their airspace, and control over Arab neighborhoods in Jerusalem including Haram esh-Sharif. However, his proposal stipulates that refugees can return to Israel only with Israeli consent.


December 27
The Israeli government accepts Clinton's proposal; however, the deadline passes without a commitment from the Palestinians.",9,IS
"The act of war: 1939
","dressed as Poles, attack the German radio station in the border town of Gleiwitz. They have brought with them a German criminal, taken for the purpose from a concentration camp. They shoot him and leave his body as evidence of the night's dark deeds.

Berlin radio broadcasts to the world the news of this act of Polish aggression, together with details of the necessary German response. In the early hours of the morning of September 1 Hitler's tanks move into Poland. His planes take off towards Warsaw on the first bombing mission of a new European war. 

After a final desperate day of diplomacy, attempting even at this late stage to find a peaceful solution, Chamberlain and Daladier each sends an ultimatum to Hitler. When no answer is received, both nations declare war on September 3.

The Polish army, airforce and civilian population put up a brave resistance to massive German force - increased, from September 17, by a Russian invasion from the east. Within a few weeks 60,000 Polish soldiers and 25,000 civilians die. By September 28 Warsaw has fallen. Poland is once again partitioned, with an eastern slice going to Russia (as so recently agreed in Moscow) and the lion's share to Germany.
",10,Germany
Fighting on four fronts: 1944,"Since 1941 Stalin has in vain urged the Allies to open up a new front in the west to relieve German pressure on Russia. Now finally, by 1944, he is supported on two other fronts - both of them directly threatening the Nazi heartlands of Germany and Austria.

From November 1943 the Allies are pushing north in an Italy now hostile to Germany, though it is nine months before they reach Florence and not until the spring of 1945 that they make any further progress. More effective by far is the second front, the one which Stalin always had in mind - an attack through France and Belgium aimed directly at Germany's industrial base in the Ruhr. 
 	









The British and American landings in Normandy take place in June 1944. Initial progress is slow, but Paris is liberated in August and Brussels in September. Thereafter there is another long delay caused by an Allied failure to cross the Rhine (at Arnhem) and a German counter-attack (battle of the Bulge).

Meanwhile the Russians have been making rapid progress on the original front, in the east. They advance steadily from January 1944, and by early 1945 Russian forces are in control of Poland, Rumania and Bulgaria. And on a fourth front, at home, German cities have been suffering the Blitz previously inflicted on Britain. Berlin is bombed almost nightly from November 1943. Dresden is flattened in February 1945.
",10,Germany
