ID,year,text
521,1999,"The Dow Jones Industrial Average closes at 10006.78 - above the 10,000 mark for the first time ever"
525,1870,"15th Amendment to the US constitution is adopted, guarantees right to vote regardless of race"
527,1972,Northern Ireland's Government and Parliament dissolved by the British Government and 'direct rule' from Westminster is introduced
528,1146,"Bernard of Clairvaux preaches his famous sermon in a field at Vézelay, urging the necessity of a Second Crusade. Louis VII is present, and joins the Crusade."
529,1492,Queen Isabella and King Ferdinand of Aragon issue the Alhambra Decree which expels Jews from their Kingdoms of Castile and Aragon
530,1657,English Parliament makes the Humble Petition to Lord Protector Oliver Cromwell offering him the crown: he declines
537,1976,"Steve Wozniak and Steve Jobs found Apple Computer in the garage of Jobs' parents house in Cupertino, California"
538,2001,Netherlands becomes the first country in the world to make same-sex marriage legal
540,1513,Explorer Juan Ponce de León claims Florida for Spain as the first known European to reach Florida
541,1792,"The Coinage Act is passed establishing the United States Mint and authorizing the $10 Eagle, $5 half-Eagle & 2.50 quarter-Eagle gold coins & silver dollar, ½ dollar, quarter, dime & half-dime"
542,1801,Napoleonic Wars: naval Battle of Copenhagen - The British led by Horatio Nelson destroy the Danish fleet.
545,1982,Several thousand Argentine troops seize the Falkland (Malvinas) Islands from Great Britain
546,1645,"English Long Parliament passes the Self-Denying Ordinance, limiting regional armies, significant step toward New Model Army"
547,1922,Joseph Stalin appointed General Secretary of the Russian Communist Party by Vladimir Lenin
548,1948,US President Harry Truman signs Marshall Plan ($5B aid to 16 European countries)
550,2016,"Panama Papers published - 11.5 million confidential documents from offshore law firm Mossack Fonseca expose widespread illegal activities including fraud, kleptocracy, tax evasion and the violation of international sanctions by the world's elite in the world's largest ever data leak"
554,1968,"US civil rights activist Martin Luther King Jr. assassinated in Memphis, Tennessee"
555,1973,"World Trade Center, then the world's tallest building, opens in New York (110 stories)"
556,1975,Microsoft is founded as a partnership between Bill Gates and Paul Allen to develop and sell BASIC interpreters for the Altair 8800
559,1818,"In the Battle of Maipú, Chile's independence movement - led by Bernardo O'Higgins and José de San Martín - win a decisive victory over Spain, leaving 2,000 Spaniards and 1,000 Chilean patriots dead."
560,1874,"Birkenhead Park, the first civic public park, opens in Birkenhead, England, designed by Joseph Paxton"
563,1652,"Cape Colony, the 1st European settlement in South Africa, established by Dutch East India Company under Jan van Riebeeck"
567,1896,"1st modern Olympic games open in Athens Greece, American, James Connolly, wins 1st Olympic gold medal in mod history [3/25 OS]"
569,1994,"Rwandan Genocide begins with the assassination of Rwandan President Juvénal Habyarimana and Burundian President Cyprien Ntaryamira with their plane being shot down by surface-to-air missiles, abruptly ending peace negotiations. Those responsible have never been identified."
574,1954,"US President Dwight D. Eisenhower in news conference is first to voice fear of a ""domino-effect"" of communism in Indo-China"
576,1999,The World Trade Organisation rules in favor of the United States in its long-running trade dispute with the European Union over bananas
578,1886,William Ewart Gladstone introduces the first Irish Home Rule Bill into the British House of Commons.
581,2004,Darfur conflict: The Humanitarian Ceasefire Agreement is signed by the Sudanese government and two rebel groups
582,1483,"Edward V (aged 12) succeeds his father Edward IV as king of England. He is never crowned, and disappears presumed murdered, after incarceration in the Tower of London with his younger brother Richard (the ""Princes in the Tower"")"
583,1731,"British mariner Robert Jenkins' ear cut off by Spanish Guarde Costa in the Caribbean, later catalyst for war between Britain & Spain"
584,1768,"John Hancock refuses to allow two British customs agents to go below deck of his ship, considered by some to be the first act of physical resistance to British authority in the colonies"
585,1865,"Confederate General Robert E Lee and 26,765 troops surrender at Appomattox Court House to US Lieutenant General Ulysses S Grant (US Civil War)"
587,1992,John Major elected Prime Minister of the United Kingdom after his Conservative Party wins the most votes in British electoral history
588,2003,Baghdad falls to U.S. forces ending the invasion of Iraqi but resulting in widespread looting
589,1407,Lama Deshin Shekpa visits the Ming Dynasty capital at Nanjing and is awarded the title Great Treasure Prince of Dharma
591,1815,"Mount Tambora in Indonesia experiences a cataclysmic eruption, one of the most powerful in history, killing around 71,000 people and causing a global volcanic winter"
595,1998,The Good Friday/Belfast Agreement for Northern Ireland is signed by the British and Irish governments
596,1512,Battle of Ravenna: French forces under Gaston de Foix defeat Holy League in major battle of the Italian Wars
600,1955,"Chartered Air India plane the ""Kashmir Princess"" is bombed and crashes into the South China Sea in a failed assassination attempt on Zhou Enlai by a Kuomintang secret agent"
602,1979,"Tanzanian army captures Kampala, the capital of Uganda forcing Ugandan dictator Idi Amin to flee into exile in Libya"
603,2015,"Barack Obama and Raul Castro meet in Panama, the 1st meeting of US and Cuban heads of state since the Cuban Revolution"
608,1961,Russian cosmonaut Yuri Gagarin becomes the first person to orbit Earth (Vostok 1)
612,1742,"George Frideric Handel's oratorio ""Messiah"" performed for the 1st time at New Music Hall in Dublin"
614,1868,Abyssinian War ends as British and Indian troops capture Magdala and Ethiopian Emperor commits suicide
616,1865,US President Abraham Lincoln is shot by John Wilkes Booth at Ford's Theater in Washington
622,2003,The Human Genome Project is completed with 99% of the human genome sequenced to an accuracy of 99.99%
627,1947,Jackie Robinson becomes 1st African-American to play in US major league baseball (Dodgers)
628,2013,Boston Marathon bombings: 3 people are killed and 183 injured after two explosions near the finish line
631,1746,"Jacobite Rising 1745: Battle of Culloden, the last battle on British soil: Royalist troops under the Duke of Cumberland defeat the Jacobite army."
633,1917,"Vladimir Lenin issues his radical ""April Theses"" calling for Soviets to take power during the Russian Revolution [OS Apr 4]"
635,2003,Treaty of Accession is signed in Athens admitting 10 new member states to the European Union
636,1387,"Geoffrey Chaucer's ""Canterbury Tales"" characters begin their pilgrimage to Canterbury (according to scholars)"
637,1492,"Christopher Columbus signs a contract with the Spanish monarchs to find the ""Indies"" with the stated goal of converting people to Catholicism. This promises him 10% of all riches found, and the governorship of any lands encountered"
639,1961,"1,400 Cuban exiles land in Bay of Pigs in a doomed attempt to overthrow Fidel Castro"
643,1775,"Paul Revere and William Dawes ride from Charleston to Lexington warning the ""regulars are coming!"""
644,1783,"Fighting ceases in the American Revolution, eight years to the day when it began"
645,1906,"San Francisco earthquake and fire kills nearly 4,000 while destroying 75% of the city"
650,1995,Oklahoma City bombing - a truck bomb at Alfred P. Murrah Federal Building kills 168 & injures 500
651,2011,Fidel Castro resigns from the Communist Party of Cuba's central committee after 45 years of holding the title.
652,1862,First pasteurization test completed by Frenchmen Louis Pasteur and Claude Bernard
655,1968,"British politician Enoch Powell makes his controversial ""Rivers of Blood"" speech"
656,1974,"'The Troubles', the Northern Ireland conflict between republican and loyalist paramilitaries, British security forces, and civil rights groups, claims its 1000th victim"
657,1980,Climax of Berber Spring in Algeria sees hundreds of Berber political activists arrested
658,1999,"Columbine High School massacre: Eric Harris and Dylan Klebold kill 13 people and injure 24 others before committing suicide at Columbine High School, Colorado"
659,2010,"The Deepwater Horizon drilling rig explodes, killing 11 and causing the rig to sink, causing a massive oil discharge into the Gulf of Mexico and an environmental diaster"
661,1526,"Battle at Panipat: Central Asian conqueror Babur defeats Sultan Ibrahim Lodi, establishing the Mughal Empire in India"
662,1792,"Brazilian revolutionary Tiradentes, is hanged, drawn and quartered in Rio de Janeiro"
663,1863,"Bahá'u'lláh, founder of the Bahá'í Faith, enters gardens of Rivden, near Baghdad. Makes the declaration of aha'u'llah during 12 days spent there"
664,1918,"World War I: German fighter ace Baron Manfred von Richthofen ""The Red Baron"", shot down and killed over Vaux sur Somme in France, Canadian pilot Arthur Roy Brown credited with the kill"
665,1989,Thousands of Chinese crowd into Beijing's Tiananmen Square cheering students demanding greater political freedom
666,1500,"Pedro Álvares Cabral is the first european to discover Brazil, landing near Monte Pascoal, claims it for Portugal"
667,1903,"Highlanders (Yankees) 1st game in New York at Hilltop Park vs Washington Senators, lose 3-1 before 11,950"
671,2006,243 people are injured in pro-democracy protest in Nepal after Nepali security forces open fire on protesters against King Gyanendra.
672,2016,Paris Agreement on climate change signed in New York binding 195 nations to an increase in the global average temperature to less than 2°C above pre-industrial levels and to pursue efforts to limit the increase to 1.5°C
674,1014,"King Brian Boru of Ireland defeats Viking forces at Battle of Clontarf, freeing Ireland from foreign control"
675,1597,"William Shakespeare's ""The Merry Wives of Windsor"" is first performed, with Queen Elizabeth I of England in attendance"
677,1968,"1st decimal coins issued in Britain (5 & 10 new pence, replacing shilling and two-shilling pieces)"
682,1898,Spanish-American War: Spain declares war after rejecting US ultimatum to withdraw from Cuba
684,1967,"Vietnam War: American General William Westmoreland says in a news conference that the enemy had ""gained support in the United States that gives him hope that he can win politically that which he cannot win militarily."""
687,1846,"Thornton Affair: Open conflict begins over the disputed border of Texas, triggering the Mexican-American War"
688,1945,"""Elbe Day"" - US and Soviet forces meet at Torgau, Germany on the Elbe River during the invasion of Germany in WWII"
689,1953,"Francis Crick and James Watson's discovery of the double helix structure of DNA is published in ""Nature"" magazine"
690,1954,Bell labs announces the 1st solar battery made from silicon. It has about 6% efficiency.
692,1478,Pazzi conspirators attack Lorenzo de'Medici and kill Giuliano de'Medici in Florence
694,1920,"Harlow Shapley and Heber D. Curtis hold ""great debate"" on the nature of nebulae, galaxies and size of the universe at US National Academy of Sciences, Washington, D.C."
695,1945,"Marshal Henri Philippe Petain, leader of France's Vichy collaborationist regime during WW II, arrested for treason"
696,1956,"First modern container ship, the Ideal X, leaves Port Newark, New Jersey for Houston, Texas"
697,1986,"World's worst nuclear disaster: 4th reactor at Chernobyl nuclear power station in USSR explodes, 31 die, radioactive contamination reaches much of Western Europe"
698,2005,"Under international pressure, Syria withdraws the last of its 14,000 troop military garrison in Lebanon, ending its 29-year military domination of that country."
700,1865,"Steamboat ""SS Sultana"" explodes in the Mississippi River, killing up to 1,800 of the 2,427 passengers in the greatest maritime disaster in United States history. Most were paroled Union POWs on their way home."
701,1904,The Australian Labor Party under Chris Watson becomes the first Labour government in the world
703,2005,"The Superjumbo jet aircraft Airbus A380 makes its first flight from Toulouse, France"
704,1611,"Establishment of the Pontifical and Royal University of Santo Tomas, The Catholic University of the Philippines, oldest existing university in Asia and largest Catholic university in the world"
705,1770,"British Captain James Cook, aboard the Endeavour, lands at Botany Bay in Australia"
706,1789,Fletcher Christian leads a mutiny on HMS Bounty against its captain William Bligh
709,1977,"Andreas Baader and members of terrorist group the Red Army Faction (Baader-Meinhof Gang) jailed for life after a trial lasting nearly 2 years in Stuttgart, Germany"
711,1864,"Battle of Gate Pa (Pukehinahina): 1,700 British troops suffer their worst defeat of the New Zealand Wars at the hands of 230 entrenched Maori warriors in Tauranga"
712,1916,"Irish republicans abandon the post office in Dublin and surrender unconditionally, marking the end of the Easter Rising"
714,1975,"Vietnam War: US begins to evacuate its citizens from Saigon in Operation Frequent Wind in response to advancing North Vietnamese forces, bringing an end to US involvement in the war"
716,1991,"Cyclone strikes the Chittagong district in Bangladesh, killing 139,000 people and leaving 10 million homeless"
717,1997,"The Chemical Weapons Convention of 1993 comes into force, outlaws production, stockpiling and use of chemical weapons among its signatories."
720,1562,1st French colonists in North America: Jean Ribault & colonists arrive in Florida
721,1789,George Washington is inaugurated as the first President of the United States of America
722,1859,"Charles Dickens' ""A Tale Of Two Cities"" is first published in literary periodical ""All the Year Round"" (weekly installments until Nov 26)"
724,1707,"Acts of Union comes into force, uniting England and Scotland to form the United Kingdom of Great Britain"
725,1753,"Publication of Species Plantarum by Linnaeus, and the formal start date of plant taxonomy adopted by the International Code of Botanical Nomenclature"
729,1945,World War II: Battle of Berlin ends as Soviet army takes Berlin and General Weidling surrenders
731,1982,"Falklands War: Argentine cruiser General Belgrano sunk by British submarine Conqueror, killing more than 350 men"
732,2008,"Cyclone Nargis makes landfall in Myanmar killing over 130,000 people and leaving millions of people homeless"
733,2011,"Osama bin Laden, the suspected mastermind behind the September 11 attacks and the FBI's most wanted man is killed by US special forces in Abbottabad, Pakistan"
734,1791,The Constitution of May 3 (the first modern constitution in Europe) is proclaimed by the Sejm of Polish-Lithuanian Commonwealth.
735,1926,British General Strike: Trade Union Congress calls for a general strike 1 minute to midnight to support striking coal miners
737,1945,"World War II: German ship ""Cap Arcona"" laden with prisoners sunk by Royal Air Force in East Sea, 5,800 killed - one of largest maritime losses of life"
738,1947,"Japan's post-war constitution goes into effect, granting universal suffrage, stripping Emperor Hirohito of all but symbolic power and outlawing Japan's right to make war"
739,1471,"Battle of Tewkesbury, Gloucestershire, final battle between the Houses of Lancaster and York: Prince of Wales, Edward of Westminster killed and King Edward IV restored to his throne. Rerestores political stability to England until his death in 1483."
740,1814,"King Ferdinand VII of Spain signs the Decree of the 4th of May, returning Spain to absolutism"
743,1979,Margaret Thatcher becomes the first woman to be elected Prime Minister of the United Kingdom
749,1980,Siege at Iranian Embassy in London ends as the SAS and police storm the building
750,1981,"After 66 days on hunger strike, 26 year old MP Bobby Sands dies in the Maze Prision; 9 further hunger strikers die in the next 3 months"
751,1626,Dutch colonist Peter Minuit buys Manhattan Island from local Indians for 60 guilders worth of trinkets
753,1889,Exposition Universelle (World's Fair) in Paris opens with the recently completed Eiffel Tower serving as the entrance arch
755,1954,"Roger Bannister of the UK becomes the 1st person to run a 4 minute mile, recording 3:59:4 at Iffley Road, Oxford"
757,1912,"Columbia University approves plans for awarding the Pulitzer Prize in several categories, after established by Joseph Pulitzer"
758,1915,RMS Lusitania sunk by German submarine off the southern coast of Ireland; 1198 lives lost
760,1945,World War II: Unconditional German surrender to the Allies signed by General Alfred Jodl at Rheims
761,1952,"The concept of the integrated circuit, the basis for all modern computers, is first published by Geoffrey Dummer"
764,1835,"1st installment of Hans Christian Andersen ""Fairy Tales"" published by C. A. Reitzel in Copenhagen, Denmark"
766,1902,"Mount Pelée on the French overseas island of Martinique erupts, wiping out the city of Saint-Pierre, killing 30,000 and leaving only two survivors"
769,2007,A new Northern Ireland Executive is formed with Ian Paisley (Democratic Unionist Party) as First Minister and Martin McGuinness (Sinn Féin) as Deputy First Minister
770,1386,Treaty of Windsor between Portugal and England (oldest diplomatic alliance in the world still in force)
771,1865,President Andrew Johnson issues a proclamation declaring the end of the American Civil War
772,1901,"The first Australian Parliament opens in Melbourne, though the first working session will not be until 21 May"
773,1941,British intelligence at Bletchley Park breaks German spy codes after capturing Enigma machines aboard the weather ship Muenchen
777,1775,"Second Continental Congress convenes in Philadelphia, Pennsylvania and issues paper currency for 1st time"
778,1801,First Barbary War: The Barbary pirates of Tripoli declare war on the United States of America (1st US foreign war)
779,1857,Indian Mutiny against rule by the British East India Company begins with the revolt of the Sepoy soldiers in Meerut
781,1960,US atomic submarine USS Triton completes 1st submerged circumnavigation of the globe
784,1189,"Holy Roman Emperor Frederick I Barbarossa and 100,000 crusaders depart Regensburg for the Third Crusade"
786,1924,Daimler-Motoren-Gesellschaft and Benz & Cie begin their first joint venture (later merge into Mercedes-Benz)
787,1995,"In New York City, more than 170 countries decide to extend the Nuclear Nonproliferation Treaty indefinitely and without conditions."
788,2015,India's poulation officially reaches 1 billion - Astha Arora named India's billionth baby
789,1789,"William Wilberforce makes his first major speech on abolition in the UK House of Commons, reasoning the slave trade morally reprehensible and an issue of natural justice"
793,2002,"Former US President Jimmy Carter arrives in Cuba for a five-day visit with Fidel Castro becoming first President of the United States, in or out of office, to visit the island since Castro's 1959 revolution."
794,2008,"Wenchuan earthquake, measuring 7.8 in magnitude occurs in Sichuan, China, killing over 87,000, injuring 374,643 and leaving homeless between 4.8 million and 11 million people"
798,1940,"Winston Churchill says ""I have nothing to offer but blood, toil, tears & sweat"" in his first speech as Prime Minister to British House of Commons"
799,1981,"Pope John Paul II is shot and critically wounded by Turkish gunman Mehemet Ali Agca in St Peter's Square, Vatican City"
801,1607,"1st permanent English settlement established in the New World at Jamestown, Virginia"
803,1796,"English country doctor Edward Jenner administers the first inoculation against smallpox, using cowpox pus, in Berkeley, Gloucestershire"
804,1804,Meriwether Lewis & William Clark's expedition commissioned by Thomas Jefferson sets out from St Louis for Pacific Coast
807,1252,"Pope Innocent IV issues the papal bull ad exstirpanda, which authorizes, but also limits, the torture of heretics in the Medieval Inquisition"
809,1869,"National Woman Suffrage Association forms in New York, founded by Susan B. Anthony and Elizabeth Cady Stanton"
811,1951,"AT&T becomes the 1st US corporation to have a million stockholders after young car salesman Brady Denton purchases 7 shares worth $1,078"
815,1943,"Operation Chastise: No. 617 Squadron RAF begins the famous Dambusters Raid, bombing the Möhne and Eder dams in the Ruhr valley with bouncing bombs"
818,1527,Pánfilo de Narváez departs Spain to explore Florida with 600 men - by 1536 only 4 survive
823,2014,"The center-right Hindu Nationalist Party, the BJP, wins landslide election victory in India"
824,1291,Mamluk Sultan Al-Ashraf Khalil and his forces take the last Christian stronghold of Acre
826,1896,"Khodynka Tragedy: A mass panic on Khodynka Field, Moscow, during the festivities of the coronation of Russian Tsar Nicholas II, results in the deaths of 1,389 people"
828,2009,"Sri Lankan Civil War: The LTTE are defeated by the Sri Lankan government, ending almost 26 years of fighting between the two sides."
829,1536,"Anne Boleyn, second wife of English King Henry VIII, is beheaded at the Tower of London on charges of adultery, incest and treason"
830,1643,"Massachusetts Bay, Plymouth, Connecticut and New Harbor form the United Colonies of New England"
831,1649,England is declared a Commonwealth by an act of the Long Parliament making England a republic for the next 11 years
833,1898,"US Congress passes the Private Mailing Card Act, allowing private publishers and printers to produce postcards, had to be labelled ""Private Mailing Cards"" until 1901, known as ""souvenir cards"""
834,1919,"Mustafa Kemal Atatürk lands at Samsun on the Black Sea coast, beginning the Turkish War of Independence"
835,1498,"Portuguese explorer Vasco da Gama arrives at Calicut, India becoming the first European to reach India by sea"
836,1609,"Shakespeare's Sonnets are first published in London, perhaps illicitly, by publisher Thomas Thorpe"
837,1862,US Homestead Act becomes law which provides cheap land for the settlement of the American West
839,1891,History of cinema: The first public display of Thomas Edison's prototype kinetoscope to members of the National Federation of Women's Club
840,1927,"At 7:40 AM, Charles Lindbergh takes off from New York to cross the Atlantic for Paris, aboard Spirit of St Louis (1st non-stop flight)"
843,1792,"Mount Unzen on Japan's Shimabara Peninsula, erupts creating a tsunami, killing about 15,000; Japan's deadliest volcanic eruption"
847,1927,"Aviator Charles Lindbergh, in the Spirit of St Louis, lands in Paris after the first solo air crossing of Atlantic"
850,1570,"1st atlas 'Theatrum Orbis Terrarum' (Theatre of the World), published by Abraham Ortelius in Antwerp with 70 maps"
851,1843,"1st wagon train with 700 - 1000 migrants, departs Independence, Missouri for Oregon"
853,1946,First US rocket (WAC Corporal) to reach edge of space fired from White Sands Missile Range New Mexico
854,2014,"Royal Thai Armed Forces, led by General Prayut Chan-o-cha stage a coup in Thailand, suspending the kingdom's constitution and taking control of the government, the 12th since the country's first coup in 1932"
855,1618,Second Defenestration of Prague: Two Catholic Lords Regent and their secretary are thrown out of a window and amazingly are not seriously injured by the 70 foot (21m) fall. Triggers the Thirty Years' War.
857,1813,"South American independence leader Simón Bolívar enters Mérida, leading the invasion of Venezuela, and is proclaimed El Libertador (""The Liberator"")"
858,1949,"Federal Republic of [West] Germany created out of the American, British and French occupation zones"
860,1998,The Good Friday Agreement is accepted in a referendum in Northern Ireland with 75% voting yes.
861,1595,"Nomenclator of Leiden University Library appears, the first printed catalog of an institutional library"
862,1738,"John Wesley is converted, launching the Methodist movement; celebrated annually by Methodists as Aldersgate Day"
863,1844,"Samuel Morse taps out ""What hath God wrought"" in the world's first telegraph message"
864,1941,"German battleship Bismarck sinks the British battle cruiser HMS Hood; 1,416 die, 3 survive"
865,1988,Section 28 passed as law by Parliament in the United Kingdom prohibiting the promotion of homosexuality. Repealed 2001/2004
866,1720,"The Ship ""Le Grand St Antoine"" reaches Marseille, bringing Europe's last major plague outbreak. Kills around 100,000"
867,1810,"In the May Revolution, citizens of Buenos Aires expel the Spanish Viceroy Cisneros during Semana de Mayo"
869,1935,"Track and field athlete Jesse Owens equals or breaks 4 world records in 45 minutes at a Big Ten meet at Ferry Field in Ann Arbor, Michigan. Remembered as ""the greatest 45 minutes ever in sport""."
873,1908,"At Masjed Soleyman (مسجد سليمان) in southwest Persia, the first major commercial oil strike in the Middle East is made, rights acquired by the United Kingdom"
874,1927,Henry Ford and the Ford Motor Company produce the last (and 15th million) Model T Ford / Tin Lizzie
875,1948,South Africa elects a nationalist government under D. F. Malan with an apartheid policy
876,1967,"EMI releases ""Sgt. Pepper's Lonely Hearts Club Band"" a few days early in the UK; it would go to number one for 15 weeks in the US and 22 weeks in the UK"
877,2004,The United States Army veteran Terry Nichols is found guilty of 161 state murder charges for helping carry out the Oklahoma City bombing.
878,1679,Habeaus Corpus Act (strengthening person's right to challenge unlawful arrest & imprisonment) passes in England
880,1873,"Heinrich Schliemann discovers ""Priam's Treasure"" a cache of gold and other objects in Hisarlik (Troy) in Anatolia"
881,1905,"Japanese fleet destroys the Russian East Sea fleet in the Battle of Tsushima, the only decisive clash between modern steel battleships in history"
882,1940,British and Allied forces begin the evacuation of Dunkirk (Operation Dynamo) during WWII
884,1999,The International Criminal Tribunal for the former Yugoslavia indicts Slobodan Milošević and four others for war crimes and crimes against humanity committed in Kosovo
885,2006,"Earthquake strikes Java, Indonesia at 5:53:58 AM local time (22:53:58 UTC May 26) devastating Bantul and the city of Yogyakarta, killing over 6,600 people"
887,1431,"Joan of Arc is accused of relapsing into heresy by donning male clothing again, providing justification for her execution"
888,1588,Spanish Armada under the Duke of Medina-Sidonia departs Lisbon to invade England
889,1830,US Congress authorizes native Indian to be removed from all states to the western prairie
890,1936,"Alan Turing submits ""On Computable Numbers"" for publication, in which he set out the theoretical basis for modern computers."
891,1972,"White House ""plumbers"" break into the Democratic National Headquarters at Watergate in Washington D.C."
892,1453,"Constantinople, capital of the Eastern Roman Empire falls to the Turks under Muhammad II; ends the Byzantine Empire"
893,1592,Battle of Sacheon: Korean navy led by Admiral Yi Sun Shin repels a Japanese fleet - first use of Korean Turtle ship
894,1660,On his 30th birthday Charles II returns to London from exile in the Netherlands to claim the English throne after the Puritan Commonwealth comes to an end
896,1953,Edmund Hillary (NZ) and Tenzing Norgay (Nepal) are first to reach the summit of Mount Everest as part of a British Expedition
897,1431,"Hundred Years' War: 19 year old Joan of Arc is burned at the stake by an English-dominated tribunal in Rouen, France"
899,1848,"Mexico ratifies treaty giving US; New Mexico, California & parts of Nevada, Utah, Arizona & Colorado in return for $15 million"
900,1868,"""Decoration Day"", later called Memorial Day is first observed in Northern US states"
901,1913,"Treaty of London signed by the Great Powers, the Ottoman Empire and the victorious Balkan League (Serbia, Greece, Kingdom of Bulgaria, and Montenegro) bringing an end to the First Balkan War"
903,1578,"Martin Frobisher sails from Harwich, England, to Frobisher Bay, Canada. Eventually mines fools gold, famously used to pave the streets of London."
906,1916,"Battle of Jutland: Largest naval battle of World War I between the British Grand Fleet and the German High Seas Fleet which killed 8,645 in an inconclusive battle but strategic British victory. The German fleet never put to sea again."
907,1935,"7.7 magnitude earthquake hits Quetta in Balochistan, British Raj (Pakistan) killing an estimated 50,000 people"
909,1970,"7.75 Ancash earthquake off coast of Peru kills 66-70,000 and sets off world's deadliest avalanche"
910,2008,"Usain Bolt breaks the world record in the 100m sprint, with a wind-legal (+1.7m/s) 9.72 seconds"
912,1215,"Beijing, under control of Jurchen ruler Emperor Xuanzong of Jin, is captured by the Mongols under Genghis Khan, ending the Battle of Beijing"
913,1676,"Battle of Öland: allied Danish-Dutch forces defeat the Swedish navy in the Baltic Sea, during the Scanian War (1675–79)"
916,1998,European Central Bank is founded in Brussels to define and execute the European Union's monetary policy
918,1862,Robert E Lee takes command of Confederate armies of North Virgina during US Civil War
922,1989,"10,000 Chinese soldiers are blocked by 100,000 citizens protecting students demonstrating for democracy in Tiananmen Square, Beijing"
923,1621,"Dutch West India Company (WIC) receives charter for The West Indies (The Americas, Caribbean and West Africa)"
924,1929,"Chile and Peru sign the Treaty of Lima, finally resolving their border dispute from the War of the Pacific (1879–83). Chile keeps Arica and Peru regains Tacna."
925,1943,"A mob of 60 from the Los Angeles Naval Reserve Armory beat up everyone perceived to be Hispanic, starting the week-long Zoot Suit Riots"
926,1979,"Ixtoc I rig in the Gulf of Mexico blows, spilling 3 million barrels of oil in one of the worst oil spills in history"
927,1989,Beginning of the Tiananmen Square Massacre as Chinese troops open fire on pro-democracy supporters in Beijing
928,1760,"Great Upheaval: New England planters arrive to claim land in Nova Scotia, Canada taken from the Acadians"
929,1940,"British complete the ""Miracle of Dunkirk"" by evacuating 338,226 allied troops from France via a flotilla of over 800 vessels including Royal Navy destroyers, merchant marine boats, fishing boats, pleasure craft and even lifeboats"
931,1989,"Eastern Europe's 1st partial free elections in 40 years held in Poland, Solidarity Party comes to power"
932,1989,"Tiananmen Square Massacre: Chinese troops clear the square of student protesters, unofficial figures place death toll near 1,000"
933,1873,Sultan Bargash bin Said under British pressure closes the infamous slave market of Zanzibar in modern day Tanzania
934,1947,"US Secretary of State George Marshall outlines the ""Marshall Plan"" to rebuild Western Europe"
936,1967,"Six-day war begins between Israel and the neighboring Arab states of Egypt, Jordan and Syria"
937,1981,AIDS Epidemic officially begins when US Centers for Disease Control reports on pneumonia affecting five homosexual men in Los Angeles
938,1981,"World's first today in history program with editable data ""TODAY"", invented by Michael Butler runs for the first time on a mainframe computer"
942,1916,"With the death of Yuan Shikai, who has ruled much of China since 1912, the central government virtually collapses in the face of warlords who assert themselves, including Sun Yat-sen"
943,1944,"Operation Neptune, D-Day: 150,000 strong Allied Expeditionary Force lands in Normandy, France in WWII"
945,1494,"Treaty of Tordesillas: Spain and Portugal divide the new world along a meridian 370 leagues west of the Cape Verde islands, off the west coast of Africa"
949,1965,"The Supreme Court of the United States decides on Griswold v. Connecticut, effectively legalizing the use of contraception by married couples"
953,1191,King Richard I of England arrives at Acre in modern day Israel to join the Siege of Acre during the Third Crusade
954,1783,"Laki volcano in southern Iceland begins 8-month eruption, killing 10,000 and causing widespread famines throughout Asia and Europe"
955,1789,James Madison introduces a proposed Bill of Rights in the US House of Representatives
957,1987,New Zealand's Labour government legislates against nuclear weapons and nuclear powered vessels in NZ. Only nation to legislate against nuclear power.
962,1856,"500 Mormons leave Iowa City, Iowa, and head west for Salt Lake City, Utah, carrying all their possessions in two-wheeled handcarts"
965,1190,Third Crusade: Holy Roman Emperor Frederick I Barbarossa drowns while crossing the Saleph River (modern Turkey) leading an army to Jerusalem
966,1786,"A landslide dam on the Dadu River caused by earthquake ten days earlier collapses, killing 100,000 in the Sichuan province of China"
974,1776,"Continental Congress creates committee (Thomas Jefferson, John Adams, Benjamin Franklin, Roger Sherman, and Robert R. Livingston) to draft a Declaration of Independence"
976,1987,Margaret Thatcher is 1st British Prime Minister in 160 years to win a third consecutive term
977,2014,Islamic State of Iraq forces seize control of government offices and other important buildings in the northern city of Mosul
979,1830,"Beginning of the French colonization of Algeria: 34,000 French soldiers land 27 kilometers west of Algiers, at Sidi Ferruch"
985,1878,"Congress of Berlin begins, determines the territories of the states in the Balkan peninsula following the Russo-Turkish War of 1877–78"
987,2000,"President Kim Dae Jung of South Korea meets Kim Jong-il, leader of North Korea, for the beginning of the first ever inter-Korea summit, in the northern capital of Pyongyang."
988,1381,Richard II in England meets leaders of Peasants' Revolt on Blackheath. The Tower of London is stormed by rebels who enter without resistance
989,1645,"Battle of Naseby, Leicestershire: ""New Model Army"" under Oliver Cromwell & Thomas Fairfax beat royalists forces of English King Charles I"
990,1821,"Badi VII, king of Sennar, surrenders his throne and realm to Ismail Pasha, general of the Ottoman Empire, bringing the 300 year old Sudanese kingdom to an end"
991,1940,Auschwitz concentration camp opens in Nazi controlled Poland with Polish POWs (approx. 3 million would die within its walls)
992,1941,"Estonia loses 11,000 inhabitants as a consequence of mass deportations into Siberia"
996,1775,"George Washington appointed commander-in-chief of the Continental Army, the day after Congress establishes the force"
997,1896,"Tsunami strikes Shinto festival on beach at Sanriku, Japan; 27,000 are killed, 9,000 injured and 13,000 houses destroyed"
999,1991,"Climactic eruption of the Mount Pinatubo volcano in the Philippines, the second-largest volcanic eruption on Earth of the 20th century"
